Weather_Temperature_Celsius,Weather_Relative_Humidity,Global_Horizontal_Radiation,Diffuse_Horizontal_Radiation,Wind_Direction,Weather_Daily_Rainfall,Radiation_Global_Tilted,Radiation_Diffuse_Tilted
15.56365204,24.25770378,204.6074677,80.86934662,36.69535828,0,251.6747284,94.05121613
15.55432224,23.88457108,182.5766449,126.591568,36.81287003,0,219.4937439,115.9851837
15.54269123,23.53855705,168.4764252,132.9267578,36.90901566,0,218.5234985,123.7688141
15.73556423,23.29559898,262.5282593,110.0112457,36.93712997,0,270.8441162,116.7313919
16.02673912,22.93654442,135.4542847,102.8891068,36.9283905,0,184.7001648,110.5522156
16.00037003,22.8767128,101.8359985,96.62414551,36.94713211,0,133.9741974,98.41642761
15.96297646,23.10686302,87.24719238,80.88427734,36.98903656,0,107.4584198,86.78393555
16.06791687,23.26489258,77.62745667,74.87528229,36.99865341,0,92.02340698,79.4989624
16.08991241,23.41541672,85.79164124,82.69581604,37.08172989,0,91.06830597,82.99797058
15.93997955,23.7047348,90.13942719,87.43569183,37.0405159,0,91.68599701,84.47184753
15.77153015,23.97792244,124.679245,119.8754196,37.127285,0,121.375473,113.654808
15.85083294,23.60416794,156.4469757,148.9762115,37.06367111,0,159.6449432,140.342865
16.07176208,22.97827721,212.9899902,168.3321533,36.96986771,0,212.9497375,168.9618378
16.43101883,21.99106789,381.8391724,198.3200073,36.84375,0,415.9955444,184.2966766
17.23571968,20.92098808,462.0587463,201.4918518,36.686409,0,433.9429626,186.5958557
18.00657654,19.17453957,237.4558105,168.7306824,36.438591,0,340.6939087,171.7820435
18.0850029,18.94248581,289.5232544,160.9161682,36.3225441,0,333.7283936,156.0645447
18.33230972,18.6133728,540.5001221,165.9867554,36.13220596,0,500.937439,155.3891449
19.13710785,17.31546021,595.8388672,178.037796,35.69792938,0,605.2956543,172.5782318
19.96143723,15.86074924,565.0463257,194.2047119,34.89786911,0,682.501709,187.7091675
19.57069206,15.96562576,595.239563,230.0367889,34.60877228,0,687.4262695,224.8838654
19.79506874,15.97552013,656.428833,262.2376709,34.54930496,0,673.1977539,242.7453766
19.6087265,16.31237984,358.252655,236.3838959,34.62876511,0,577.9740601,237.8395081
19.90904617,16.25669861,679.9622803,253.3905792,34.72435379,0,671.7597656,243.3616028
20.47075653,14.92774105,700.7119141,284.8921204,34.62280655,0,800.2828979,266.5360718
20.76858139,14.5361948,736.8255615,358.5055542,34.54786301,0,756.8359985,326.0201111
21.05108643,14.58543205,708.1446533,393.8893433,34.45661163,0,727.2088623,367.3537903
20.88763618,14.53412724,609.5336304,375.585907,34.38631821,0,701.0991821,364.3387146
20.94594002,14.56092834,573.2276001,288.3775024,34.48646164,0,672.4754028,306.65271
21.50237083,14.23148441,694.4487305,154.5160522,34.59368896,0,787.7341309,195.7004852
21.81453896,14.00053406,674.4762573,80.15606689,34.52442169,0,812.7914429,124.8645248
22.10988998,13.87367439,689.7199707,72.20880127,34.42936707,0,827.4291992,97.61923218
22.54387665,13.64026451,701.0903931,71.39322662,34.36198044,0,843.0066528,88.58332825
22.48116684,13.56971455,715.4289551,75.01586151,34.35718155,0,856.5084229,85.29748535
22.75390053,13.43786621,724.6515503,76.47040558,34.3744545,0,866.6784668,85.02313232
22.94505882,13.31648254,729.0280762,68.92669678,34.32028961,0,876.6896973,82.60164642
23.03300095,13.24032784,742.7839966,71.86516571,34.26684952,0,888.555603,84.42687988
23.58234406,13.02770996,758.0947266,77.57331848,34.18025589,0,911.6638794,97.7260437
23.81194115,12.93445683,796.762085,105.0209274,34.13074493,0,941.8589478,129.7493744
24.07078362,12.81495285,784.5997314,97.55141449,34.07532883,0,948.8977661,118.8296051
24.23379135,12.76724815,794.6470947,96.19261932,34.06008148,0,946.2693481,117.4893036
24.69542885,12.53148174,815.3660889,111.4859772,33.88978958,0,967.4193726,136.8983154
24.51708603,12.7387495,856.2426147,152.503479,33.81842041,0,1009.473694,172.4192657
24.55793953,12.6467247,922.8804932,226.3585968,33.7679863,0,1056.406616,240.229248
24.71248817,12.68076611,846.5409546,256.883667,33.74774551,0,1019.766785,267.4529724
24.68263626,12.66541672,639.1746216,295.3493652,33.78619385,0,847.7244263,295.9529419
24.42533875,12.74801254,559.6781616,301.2203064,33.87469101,0,579.2600098,281.0202026
24.22633743,12.92203903,605.137207,218.5868988,34.03072357,0,709.6817627,242.5911255
24.86458969,12.6243782,778.2801514,225.3852234,34.00356674,0,859.5245361,224.0664825
25.09970093,12.52165222,829.7927246,223.0215149,33.93674469,0,902.7783203,198.1712494
25.15486526,12.34590626,879.7299805,152.1135254,33.80522537,0,987.7944946,168.0731659
25.24835777,12.28546143,858.862915,122.3672943,33.7181778,0,998.0406494,140.6785431
25.25128555,12.32425594,798.7866211,100.1556396,33.6722908,0,998.1832275,121.5160446
25.57326889,12.16008949,829.1674805,86.38446045,33.65699768,0,1000.457947,110.311203
25.92550659,11.9296875,824.9335938,85.62744141,33.53923798,0,1001.364929,106.2221222
25.53089333,12.03369045,829.7374268,92.08364868,33.45471191,0,1003.623535,106.4701614
25.23242188,12.29971504,832.1503906,102.5687256,33.43888092,0,1009.269104,115.5577545
25.44920349,12.16398811,859.1317139,147.2285309,33.31734085,0,1026.606445,149.1749878
25.42861938,12.28479385,876.7195435,194.7740631,33.33728027,0,1058.599487,177.3728333
25.96277046,11.93466759,884.5447998,167.1777344,33.27113724,0,1053.310669,173.0018463
25.90561295,11.94645309,859.4088135,140.0329132,33.23285294,0,1044.295654,152.1114655
25.9348793,11.95541668,838.6361084,122.022438,33.2118988,0,1020.904114,129.5971985
25.86892319,11.8989563,814.8886719,97.94392395,33.19532394,0,1006.167053,108.6471024
25.89513016,11.96194839,802.0574951,88.59133911,33.15562439,0,997.0593872,98.5123291
25.88057327,12.01915932,795.7241821,85.37203217,33.12421036,0,988.1138306,92.21968079
25.91008186,11.92864227,792.2919312,83.92175293,33.09259415,0,982.2383423,88.26494598
26.22451591,11.79426003,779.1735229,76.94103241,33.00594711,0,974.1507568,86.09957886
26.33565712,11.68970585,772.2412109,77.33332062,32.88050842,0,967.5994873,85.76933289
26.38020897,11.7241106,769.4483032,78.69447327,32.86888123,0,960.5898438,84.59331512
26.26732254,11.77337742,760.2766113,78.58464813,32.87889481,0,950.3554077,83.81922913
26.21082687,11.85856915,749.0731201,78.6943512,32.95189667,0,937.9213257,83.52388
26.50476646,11.68955612,743.7501221,83.78240204,32.79961014,0,934.6522217,91.01613617
26.37246895,11.7382164,752.1169434,102.6135941,32.77551651,0,933.7850342,102.1287079
26.37228775,11.73107815,751.8959961,108.7272568,32.75644684,0,931.7042847,112.3112946
26.72704124,11.68453503,741.4343262,104.6741791,32.66663361,0,919.6758423,114.9450684
27.22418404,11.43994045,716.2171631,90.49031067,32.47055435,0,901.390564,110.9839249
26.80554962,11.47947121,707.6869507,91.04409027,32.47037888,0,885.1900635,110.2179871
26.58579636,11.7542944,704.0635376,87.57432556,32.46697235,0,873.5302124,109.188118
26.76125145,11.61594677,685.7926025,84.04340363,32.51017761,0,860.7174683,109.2794952
26.68187141,11.68578243,685.3666992,99.29273987,32.43080521,0,845.8978271,106.2896652
26.62381554,11.74856472,664.3685303,83.89464569,32.35951614,0,830.8921509,102.0337753
26.86748886,11.64569759,647.6502075,85.79640961,32.38169479,0,820.401062,101.6053543
26.558815,11.81020164,632.5993652,88.09041595,32.47357178,0,810.4762573,102.2571793
26.56611443,11.89682579,631.2174683,93.39458466,32.54943848,0,808.2549438,106.907135
26.77451324,11.77859688,618.8040771,100.1625595,32.52028656,0,794.8424683,111.5654984
26.79384995,11.76742268,611.8738403,96.68676758,32.32433701,0,789.3070679,128.2333679
26.52781677,11.91144848,640.5687866,128.1755676,32.32911682,0,809.1290894,152.420105
26.90167999,11.74423981,623.4590454,153.6000671,32.24422455,0,635.1500854,157.5608215
27.28143311,11.5488348,579.7615967,140.930191,32.06396484,0,716.2258301,146.9980774
27.4309864,11.39411449,570.2321167,98.56167603,32.00415039,0,721.9332886,132.0426636
26.76221657,11.64512253,564.6732788,119.4510956,31.95042038,0,718.6953735,131.5903168
26.42160988,11.86715508,331.5556335,135.7253876,31.9751873,0,444.1869507,132.1812439
25.92893028,12.19882393,173.7882996,136.9958954,32.30834198,0,317.7550049,130.3731689
25.96759415,12.2425766,292.5941162,130.6933594,32.68080521,0,321.3549194,129.9472656
26.14634514,12.10330963,278.6294861,116.7390823,32.77703476,0,292.6045532,127.1369705
26.28157997,12.113554,288.9157715,126.3343353,32.80856705,0,271.4140625,139.3151398
26.2030201,12.12651443,177.458374,170.3037109,32.98305511,0,221.34198,163.9209747
26.17414856,12.18247128,264.4423828,171.7698975,33.23568726,0,392.7730713,170.5751343
26.17268372,12.17068768,200.3402405,162.5011444,33.2779007,0,300.2218933,169.4438934
26.07708549,12.38936329,171.1933899,163.0755768,33.35746765,0,221.0867767,162.4083862
26.00801468,12.29765606,154.9476929,146.0358734,33.47118759,0,179.493576,150.8076935
25.97765732,12.38806152,130.6742859,125.5780182,33.61882019,0,152.4442139,134.6719055
25.84098434,12.46415234,119.1532593,112.8211517,33.80264664,0,133.8436279,119.894249
25.71138573,12.4938097,102.2898331,95.34718323,33.95960999,0,121.115921,109.4064026
25.64573288,12.52365494,114.6932526,93.24935913,34.05020905,0,141.8450317,99.94599152
25.73729706,12.50908756,131.3023834,99.21469879,34.05883789,0,151.8513489,98.85223389
25.80523109,12.49608707,117.7537384,98.2730484,34.01895905,0,132.5518188,103.213501
25.74056625,12.63466454,106.3522491,96.57689667,34.05561829,0,127.2567749,106.6255264
25.7509861,12.69569969,122.1765137,103.0781708,34.08748627,0,150.6297302,102.5781403
25.84300423,12.66560078,183.1876831,96.09687805,34.04098892,0,197.312088,94.37378693
25.90819168,12.46671772,99.78437805,91.08483124,33.91572189,0,150.7727814,93.99521637
25.81999016,12.56314182,92.93678284,90.21784973,33.92694473,0,118.1048965,89.02135468
25.70578957,12.51743317,81.12781525,76.30934143,34.00710297,0,100.4673004,82.96253204
25.61724091,12.73019981,69.13262939,67.63613129,34.06021118,0,84.1888504,73.34726715
25.53539658,12.9721899,59.42800522,58.36902237,34.15319824,0,89.89907837,61.36227036
25.43482208,13.0223732,47.43865585,46.84300232,34.18994904,0,88.76707458,51.97546005
25.38404083,13.10356426,41.25798035,41.02596283,34.217556,0,92.57701874,43.49399185
25.35064697,13.09226036,31.15043449,30.21010017,34.23444748,0,68.75202942,34.84167862
25.22556305,12.85702801,22.27659607,21.64086723,34.27961349,0,46.06263733,27.15280533
24.97525024,12.76002216,16.76172256,16.47722626,34.38287735,0,29.13195801,19.91329956
24.8534584,12.74813843,10.31037712,9.994774818,34.5260582,0,19.43144417,14.05056763
24.58656311,12.98307228,7.578807354,7.203719139,34.57578278,0,12.70240021,8.71195507
24.23121834,13.28339386,5.849623203,5.598104,34.61354065,0,8.954359055,5.64951992
23.86388588,13.49711037,4.550351143,4.202308655,34.71427536,0,6.751263618,3.728390932
23.74526978,13.55714893,3.169941425,2.918054581,34.87187195,0,5.283493042,2.401128054
23.52856255,13.69416904,3.137129307,2.80765748,35.02946091,0,4.667882442,1.80450666
23.1896553,13.98299694,3.220329285,2.949557543,35.2416687,0,4.549005508,1.687468886
23.04790497,14.02226353,2.606788397,2.319525957,35.38130569,0,3.816577673,1.173322797
23.47262955,13.56054592,0.771565199,0.629926622,35.516716,0,2.759206772,0.522632003
23.80867577,13.22388077,0.600512862,0.53662926,35.55737305,0,2.548532724,0.358197808
23.83032417,13.16866589,0.84869945,0.560875416,35.5544014,0,2.905028105,0.451632351
23.90890694,13.01599884,0.59444809,0.525954068,35.58589554,0,2.779234409,0.366853654
23.99812889,12.85930443,0.587549329,0.53051573,35.59047699,0,2.70486474,0.309442967
23.87157631,12.87656593,1.544521809,1.238277674,35.59062195,0,3.147542238,0.588427365
23.79489708,12.89078236,1.219260097,0.936153293,35.60063553,0,3.337531328,0.487765551
23.72648811,12.91928864,1.266630054,1.011515856,35.66307068,0,3.387388945,0.687436283
23.64517212,12.92550468,1.186473966,0.905613005,35.65467072,0,3.482695341,0.738143623
23.47221375,12.96688652,1.371133566,1.059447885,35.69392395,0,3.09544754,0.432851017
23.44630432,12.96447372,0.763409734,0.538005054,35.70815277,0,2.762102842,0.310045183
23.44233704,12.96991158,0.703987718,0.522092462,35.75826263,0,2.84500432,0.410031289
23.34625816,12.99112034,0.960746586,0.676197529,35.81085587,0,3.020652294,0.445807308
23.19175911,13.02921963,1.466135144,1.141964436,35.89506912,0,3.404162884,0.425991207
23.22104263,13.02014732,1.161984563,0.82296437,35.92890167,0,3.123624086,0.329304606
23.10679245,13.05365276,1.556213975,1.273486018,35.93708038,0,3.03712368,0.384674788
23.09827805,13.04919434,1.47700882,1.152159095,35.93992233,0,3.188430548,0.601696849
22.91622162,13.21249676,1.677697659,1.457350373,35.9679718,0,3.205025196,0.577415705
22.90043068,13.25491047,1.536273718,1.259217501,36.01778412,0,3.109449863,0.628367305
22.69697952,13.347332,1.997709394,1.735950589,36.03642273,0,3.328203201,0.762059271
22.5234127,13.45383072,2.160783529,1.764471531,36.03308487,0,3.539021492,0.737385869
22.48010826,13.47780037,1.963226557,1.609644651,36.02000427,0,3.567185163,1.143673897
22.35407448,13.53686619,2.053435326,1.672177076,36.00590515,0,3.936498404,1.35131216
22.25156975,13.61806583,2.31568718,1.921228647,36.10129547,0,3.967594862,1.215366125
22.06139565,13.71236038,2.826462507,2.541769743,36.16537476,0,4.092573166,1.327175498
22.08610916,13.68128586,1.943156958,1.579806209,36.16373825,0,3.814981222,1.046934724
21.93958092,13.75956345,2.40912199,2.127395153,36.24940491,0,3.785514832,1.01087606
21.70140648,13.91106606,2.61692667,2.259094954,36.26373672,0,3.819875002,0.9305619
21.71706009,13.85259819,1.731499195,1.46099925,36.28427124,0,3.415271759,0.662360609
21.74131584,13.78811646,1.222357988,0.960002244,36.24066925,0,3.305383682,0.690952599
21.51389694,13.91082191,1.628016829,1.338306189,36.23936462,0,2.98466301,0.500389814
21.42655373,13.9596014,1.771345854,1.469559789,36.29292297,0,3.110467672,0.506270409
21.25345802,14.07237434,2.438414812,1.983154297,36.29199982,0,3.109641552,0.482872248
21.00634766,14.24250984,2.375557423,1.998189926,36.32471848,0,3.249969721,0.56620276
21.1065712,14.15219307,1.368479729,0.920729399,36.36211014,0,3.033566236,0.444156379
20.96198082,14.21252251,1.6883564,1.367653251,36.35841751,0,3.160856247,0.563890219
20.90558624,14.25102234,1.35769546,0.999020875,36.34224319,0,3.337448359,0.725308657
20.94960022,14.18698502,0.779882431,0.540949047,36.34324646,0,3.323402643,0.721740305
20.88898659,14.22977543,0.804712534,0.522849023,36.33532715,0,2.951797962,0.464123189
20.88282013,14.1950388,0.632952988,0.478572369,36.34135056,0,2.645416737,0.295183122
21.00251389,14.0710907,0.643691123,0.478256553,36.32915878,0,2.384628773,0.220742002
20.94169426,14.07518578,1.042085648,0.706719756,36.29149246,0,2.353274107,0.205020517
20.91136169,14.04434299,0.883953869,0.615126252,36.32717133,0,2.445944786,0.213836804
21.00237846,13.92786503,0.686167061,0.519263864,36.31594086,0,2.274375439,0.240269035
20.96412659,13.9203043,0.897984684,0.508528471,36.30175781,0,2.620130301,0.388863295
20.91512299,13.92065334,0.938904881,0.623354554,36.33340073,0,2.803871632,0.384545743
20.81663704,13.93701077,1.402308583,1.067481279,36.35789108,0,3.018954515,0.450196236
20.85601425,13.85218716,1.177903771,0.839241505,36.44033813,0,3.227278709,0.564639032
20.75538635,13.8810215,1.683622599,1.259973168,36.40824127,0,3.467274427,0.659547567
20.67386627,13.9005127,1.796960115,1.444699407,36.49184418,0,3.333851576,0.570852518
20.49191475,13.98782253,2.442739487,2.139778137,36.53227615,0,3.286887884,0.402909279
20.42170334,13.99206924,2.120655775,1.682614803,36.55574417,0,3.294941664,0.54697752
20.33626556,14.01646996,1.757870793,1.392581463,36.53240967,0,3.323973894,0.632471442
20.24402618,14.04595852,1.646947384,1.398998737,36.50829315,0,3.449791193,0.704563916
20.09805107,14.13104248,2.103764057,1.680660963,36.48595428,0,3.704927444,0.836654961
19.94595909,14.23112965,2.018367529,1.645471692,36.51459122,0,3.944111586,1.063750386
19.86817551,14.23618603,1.924039841,1.574998617,36.50432205,0,3.587836504,0.846340477
19.85637283,14.19894123,1.508988976,1.124172449,36.52355576,0,3.461864471,0.673217118
19.77521133,14.17093277,1.497763515,1.191460252,36.50023651,0,3.326424599,0.621673822
19.85865974,14.06783581,1.243706465,0.847075582,36.44138336,0,3.246632099,0.621345043
19.74406052,14.15531731,1.509373665,1.174377203,36.47428894,0,3.100524187,0.498028845
19.56505966,14.25398064,1.781966686,1.445657015,36.46466827,0,3.047825575,0.394640595
19.62835121,14.13022995,1.285722375,0.903724372,36.51343536,0,2.89872694,0.364344567
19.66556168,14.02324295,1.174931049,0.866149783,36.4758606,0,2.821706533,0.358599871
19.31642532,14.276021,2.31568718,1.922920227,36.59006119,0,3.410976171,0.764445901
19.19255829,14.3742485,2.104036331,1.710208893,36.62455368,0,3.709910631,0.989471674
19.25749397,14.27370167,1.529819489,1.150556564,36.61447144,0,3.176270723,0.569115102
19.38714218,13.99782372,0.66639173,0.452663422,36.53271484,0,2.752137661,0.353039414
19.71147156,13.64216805,0.369174182,0.449817359,36.50431442,0,2.396933556,0.217084005
19.73651314,13.46096325,0.533684134,0.45194757,36.50593185,0,2.218224764,0.1672481
19.86435509,13.21625137,0.490968078,0.451030403,36.36767578,0,2.422329664,0.18543002
19.91621208,13.12552643,0.585374415,0.47611022,36.3806839,0,2.985782862,0.457706898
19.6917305,13.22345352,1.523169279,1.178293228,36.37121201,0,3.222775221,0.558055997
19.73498917,13.13506126,1.078531623,0.712815702,36.43800354,0,3.430952311,0.377239078
19.66643906,13.1336031,1.331031561,0.910975635,36.52107239,0,2.837772608,0.254000902
19.68597221,13.06519413,0.976781189,0.671226978,36.59191895,0,2.497316599,0.194428474
19.83022308,12.88624859,0.651151955,0.471092075,36.51864624,0,2.241667986,0.132102951
19.86969566,12.76666164,0.857154548,0.640014648,36.40338135,0,2.344043493,0.201474756
19.78133965,12.77881241,1.20100975,0.865494967,36.36399841,0,2.631234646,0.245822728
19.76566887,12.72348976,1.412503004,1.016265631,36.41026688,0,2.369354486,0.179190576
19.71946335,12.69445515,1.256030798,0.81821996,36.44363022,0,2.416573524,0.17665422
19.77321243,12.61192989,0.838948846,0.588520885,36.44162369,0,2.64098382,0.195382744
19.50551033,12.74199963,1.800139427,1.449084759,36.42609406,0,2.747190714,0.25703302
19.45250893,12.74340248,1.68262434,1.427008271,36.54167557,0,2.859638214,0.288655847
19.55064201,12.60189819,1.117186904,0.763254225,36.61036301,0,2.839149714,0.289156109
19.59601212,12.53159809,0.884766638,0.563493013,36.58496857,0,2.950359821,0.403534174
