T,H,P
28.57,64.6,0
28.57,64.61,0
28.56,64.62,0
28.55,64.64,0
28.55,64.66,0
28.56,64.66,0
28.55,64.66,0
28.55,64.69,0
28.54,64.7,0
28.54,64.71,0
28.54,64.76,0
28.53,64.74,0
28.53,64.74,0
28.52,64.77,0
28.52,64.78,0
28.52,64.78,0
28.52,64.79,0
28.51,64.78,0
28.52,64.82,0
28.51,64.79,0
28.51,64.84,0
28.51,64.83,0
28.52,64.84,0
28.51,64.84,0
28.5,64.85,0
28.51,64.87,0
28.51,64.86,0
28.51,64.87,0
28.51,64.86,0
28.49,64.88,0
28.49,64.89,0
28.5,64.91,0
28.49,64.9,0
28.5,64.89,0
28.5,64.89,0
28.49,64.89,0
28.5,64.93,0
28.5,64.94,0
28.5,64.91,0
28.49,64.94,0
28.49,64.92,0
28.5,64.92,0
28.49,64.91,0
28.49,64.94,0
28.49,64.96,0
28.47,64.97,0
28.49,64.97,0
28.48,64.97,0
28.48,64.97,0
28.47,64.96,0
28.49,64.97,0
28.47,64.96,0
28.47,64.99,0
28.48,64.99,0
28.46,65.1,0
28.46,65.2,0
28.46,65.2,0
28.47,65.3,0
28.46,65.3,0
28.46,65.2,0
28.46,65.4,0
28.44,65.4,0
28.45,65.6,0
28.43,65.5,0
28.44,65.8,0
28.43,65.8,0
28.44,65.7,0
28.45,65.8,0
28.44,65.11,0
28.43,65.1,0
28.42,65.12,0
28.42,65.14,0
28.45,65.12,0
28.44,65.12,0
28.44,65.12,0
28.43,65.15,0
28.43,65.13,0
28.44,65.18,0
28.44,65.17,0
28.42,65.17,0
28.42,65.19,0
28.43,65.21,0
28.42,65.19,0
28.43,65.2,0
28.44,65.19,0
28.43,65.19,0
28.44,65.17,0
28.43,65.19,0
28.43,65.2,0
28.43,65.22,0
28.44,65.19,0
28.43,65.23,0
28.43,65.27,0
28.41,65.27,0
28.43,65.29,0
28.42,65.29,0
28.42,65.27,0
28.41,65.3,0
28.42,65.32,0
28.41,65.33,0
28.4,65.32,0
28.4,65.39,0
28.4,65.41,0
28.4,65.38,0
28.4,65.4,0
28.4,65.41,0
28.4,65.41,0
28.4,65.38,0
28.4,65.4,0
28.39,65.42,0
28.38,65.43,0
28.38,65.45,0
28.38,65.47,0
28.39,65.46,0
28.4,65.48,0
28.41,65.46,0
28.39,65.47,0
28.4,65.45,0
28.41,65.47,0
28.4,65.46,0
28.39,65.49,0
28.4,65.5,0
28.39,65.51,0
28.39,65.51,0
28.39,65.51,0
28.39,65.54,0
28.4,65.56,0
28.39,65.55,0
28.39,65.58,0
28.39,65.57,0
28.39,65.58,0
28.39,65.62,0
28.4,65.59,0
28.4,65.59,0
28.41,65.58,0
28.4,65.61,0
28.41,65.62,0
28.4,65.59,0
28.39,65.67,0
28.39,65.66,0
28.38,65.65,0
28.38,65.66,0
28.39,65.68,0
28.39,65.68,0
28.38,65.7,0
28.38,65.71,0
28.39,65.69,0
28.4,65.72,0
28.39,65.7,0
28.39,65.73,0
28.38,65.72,0
28.39,65.74,0
28.39,65.75,0
28.38,65.8,0
28.37,65.82,0
28.37,65.81,0
28.37,65.84,0
28.37,65.86,0
28.38,65.85,0
28.37,65.86,0
28.37,65.9,0
28.38,65.89,0
28.38,65.9,0
28.39,65.92,0
28.39,65.9,0
28.39,65.89,0
28.39,65.93,0
28.41,65.91,0
28.4,65.89,0
28.41,65.89,0
28.4,65.94,0
28.4,65.96,0
28.38,65.97,0
28.38,65.97,0
28.38,65.99,0
28.39,66.1,0
28.39,66,0
28.39,66.4,0
28.4,66.5,0
28.4,66.3,0
28.4,66.3,0
28.41,66.3,0
28.42,66.2,0
28.42,66,0
28.41,66.9,0
28.42,66.5,0
28.4,66.1,0
28.4,66.11,0
28.41,66.11,0
28.4,66.11,0
28.42,66.11,0
28.39,66.13,0
28.4,66.2,0
28.4,66.2,0
28.41,66.18,0
28.39,66.23,0
28.39,66.23,0
28.39,66.25,0
28.39,66.26,0
28.39,66.25,0
28.4,66.26,0
28.4,66.28,0
28.39,66.3,0
28.39,66.38,0
28.39,66.34,0
28.39,66.33,0
28.39,66.31,0
28.38,66.37,0
28.38,66.46,0
28.39,66.42,0
28.38,66.44,0
28.38,66.45,0
28.38,66.44,0
28.38,66.48,0
28.38,66.5,0
28.38,66.49,0
28.37,66.5,0
28.36,66.51,0
28.38,66.51,0
28.39,66.46,0
28.38,66.44,0
28.39,66.45,0
28.37,66.48,0
28.39,66.5,0
28.39,66.46,0
28.4,66.48,0
28.4,66.47,0
28.39,66.53,0
28.38,66.52,0
28.39,66.51,0
28.39,66.51,0
28.39,66.5,0
28.38,66.53,0
28.38,66.52,0
28.38,66.51,0
28.37,66.55,0
28.38,66.52,0
28.37,66.55,0
28.38,66.54,0
28.38,66.54,0
28.37,66.54,0
28.37,66.58,0
28.37,66.56,0
28.37,66.57,0
28.36,66.56,0
28.37,66.56,0
28.36,66.58,0
28.38,66.55,0
28.38,66.58,0
28.37,66.6,0
28.36,66.63,0
28.37,66.62,0
28.37,66.63,0
28.37,66.61,0
28.36,66.59,0
28.37,66.61,0
28.37,66.67,0
28.35,66.65,0
28.38,66.63,0
28.37,66.66,0
28.38,66.62,0
28.37,66.62,0
28.38,66.64,0
28.38,66.63,0
28.39,66.64,0
28.37,66.66,0
28.38,66.64,0
28.38,66.66,0
28.39,66.69,0
28.38,66.74,0
28.36,66.82,0
28.37,66.78,0
28.36,66.75,0
28.38,66.74,0
28.37,66.77,0
28.36,66.75,0
28.37,66.72,0
28.37,66.72,0
28.37,66.73,0
28.36,66.76,0
28.36,66.75,0
28.35,66.76,0
28.36,66.74,0
28.36,66.75,0
28.35,66.78,0
28.36,66.75,0
28.36,66.79,0
28.37,66.78,0
28.35,66.78,0
28.35,66.81,0
28.35,66.79,0
28.35,66.79,0
28.35,66.83,0
28.34,66.84,0
28.35,66.86,0
28.34,66.87,0
28.33,66.88,0
28.35,66.89,0
28.36,66.86,0
28.37,66.83,0
28.36,66.83,0
28.38,66.86,0
28.37,66.82,0
28.38,66.79,0
28.37,66.88,0
28.38,66.87,0
28.38,66.86,0
28.38,66.85,0
28.4,66.82,0
28.39,66.85,0
28.39,66.87,0
28.38,66.86,0
28.38,66.85,0
28.39,66.85,0
28.39,66.87,0
28.39,66.86,0
28.39,66.86,0
28.41,66.84,0
28.4,66.82,0
28.39,66.83,0
28.38,66.84,0
28.39,66.88,0
28.37,66.87,0
28.37,66.86,0
28.37,66.9,0
28.36,66.92,0
28.35,66.94,0
28.36,66.99,0
28.35,66.98,0
28.35,66.99,0
28.35,67.2,0
28.34,66.99,0
28.35,66.95,0
28.36,66.98,0
28.36,66.99,0
28.36,66.99,0
28.37,66.99,0
28.36,66.99,0
28.37,67,0
28.37,66.98,0
28.37,66.97,0
28.36,66.97,0
28.37,66.95,0
28.38,66.93,0
28.38,66.93,0
28.37,66.93,0
28.36,66.95,0
28.36,66.96,0
28.35,66.96,0
28.37,66.98,0
28.36,66.98,0
28.36,66.99,0
28.37,66.97,0
28.37,67.2,0
28.37,67.3,0
28.36,67.2,0
28.35,67.4,0
28.36,67.4,0
28.35,67.2,0
28.36,67.4,0
28.35,67.4,0
28.35,67.2,0
28.35,67.7,0
28.36,67.8,0
28.35,67.6,0
28.36,67.3,0
28.35,67.4,0
28.35,67.1,0
28.35,67.13,0
28.35,67.9,0
28.34,67.13,0
28.34,67.14,0
28.35,67.1,0
28.35,67.12,0
28.35,67.18,0
28.35,67.16,0
28.35,67.14,0
28.37,67.13,0
28.36,67.15,0
28.36,67.15,0
28.36,67.15,0
28.36,67.12,0
28.37,67.11,0
28.36,67.14,0
28.36,67.15,0
28.36,67.18,0
28.36,67.21,0
28.36,67.22,0
28.35,67.2,0
28.34,67.18,0
28.35,67.19,0
28.34,67.19,0
28.35,67.19,0
28.34,67.21,0
28.34,67.18,0
28.35,67.19,0
28.36,67.19,0
28.34,67.19,0
28.36,67.21,0
28.36,67.19,0
28.35,67.17,0
28.35,67.22,0
28.36,67.21,0
28.36,67.18,0
28.37,67.18,0
28.37,67.17,0
28.36,67.18,0
28.35,67.18,0
28.36,67.19,0
28.36,67.19,0
28.36,67.22,0
28.37,67.22,0
28.36,67.22,0
28.36,67.22,0
28.36,67.23,0
28.35,67.21,0
28.36,67.22,0
28.36,67.21,0
28.36,67.21,0
28.37,67.2,0
28.38,67.2,0
28.37,67.2,0
28.38,67.19,0
28.37,67.19,0
28.37,67.18,0
28.37,67.19,0
28.38,67.22,0
28.37,67.24,0
28.38,67.21,0
28.38,67.22,0
28.38,67.18,0
28.38,67.18,0
28.39,67.2,0
28.38,67.27,0
28.38,67.35,0
28.38,67.37,0
28.37,67.39,0
28.37,67.35,0
28.36,67.38,0
28.36,67.37,0
28.37,67.37,0
28.37,67.35,0
28.37,67.37,0
28.37,67.4,0
28.37,67.41,0
28.36,67.39,0
28.37,67.4,0
28.36,67.43,0
28.36,67.44,0
28.38,67.41,0
28.37,67.41,0
28.37,67.41,0
28.36,67.43,0
28.35,67.46,0
28.34,67.47,0
28.36,67.46,0
28.36,67.44,0
28.37,67.46,0
28.36,67.51,0
28.36,67.51,0
28.37,67.51,0
28.35,67.5,0
28.36,67.48,0
28.35,67.5,0
28.35,67.52,0
28.33,67.51,0
28.33,67.52,0
28.34,67.55,0
28.34,67.56,0
28.35,67.54,0
28.35,67.57,0
28.34,67.55,0
28.35,67.54,0
28.35,67.54,0
28.35,67.56,0
28.34,67.53,0
28.34,67.55,0
28.33,67.58,0
28.35,67.57,0
28.34,67.54,0
28.34,67.57,0
28.35,67.57,0
28.35,67.58,0
28.37,67.57,0
28.36,67.56,0
28.36,67.55,0
28.37,67.55,0
28.37,67.53,0
28.36,67.56,0
28.38,67.55,0
28.38,67.52,0
28.39,67.52,0
28.38,67.53,0
28.38,67.53,0
28.38,67.53,0
28.37,67.56,0
28.37,67.56,0
28.38,67.55,0
28.37,67.56,0
28.37,67.59,0
28.37,67.58,0
28.39,67.59,0
28.37,67.6,0
28.39,67.59,0
28.37,67.6,0
28.37,67.61,0
28.38,67.61,0
28.39,67.62,0
28.37,67.6,0
28.36,67.62,0
28.37,67.67,0
28.37,67.66,0
28.36,67.66,0
28.36,67.66,0
28.37,67.65,0
28.38,67.64,0
28.38,67.64,0
28.37,67.63,0
28.37,67.65,0
28.38,67.65,0
28.37,67.65,0
28.38,67.67,0
28.37,67.7,0
28.36,67.71,0
28.37,67.75,0
28.36,67.76,0
28.36,67.73,0
28.37,67.74,0
28.37,67.71,0
28.38,67.71,0
28.38,67.7,0
28.38,67.75,0
,,0
,,0
28.36,67.77,0
28.38,67.76,0
28.36,67.76,0
28.36,67.77,0
28.37,67.75,0
28.37,67.79,0
28.37,67.79,0
28.36,67.82,0
28.38,67.78,0
28.38,67.77,0
28.38,67.81,0
28.39,67.8,0
28.38,67.78,0
28.38,67.76,0
28.36,67.78,0
28.38,67.74,0
28.38,67.74,0
28.38,67.77,0
28.38,67.76,0
28.38,67.76,0
28.37,67.77,0
28.38,67.8,0
28.37,67.8,0
28.37,67.8,0
28.36,67.79,0
28.37,67.81,0
28.36,67.83,0
28.38,67.85,0
28.36,67.83,0
28.38,67.84,0
28.37,67.88,0
28.36,67.89,0
28.36,67.9,0
28.36,67.96,0
28.36,67.94,0
28.36,67.93,0
28.36,67.9,0
28.37,67.86,0
28.36,67.89,0
28.37,67.91,0
28.37,67.9,0
28.37,67.9,0
28.38,67.9,0
28.38,67.92,0
28.38,67.88,0
28.38,67.88,0
28.39,67.88,0
28.39,67.87,0
28.38,67.84,0
28.37,67.85,0
28.38,67.87,0
28.37,67.92,0
28.38,67.93,0
28.38,67.89,0
28.38,67.88,0
28.37,67.88,0
28.38,67.88,0
28.38,67.89,0
28.39,67.88,0
28.39,67.86,0
28.39,67.88,0
28.4,67.88,0
28.39,67.9,0
28.38,67.89,0
28.37,67.88,0
28.39,67.88,0
28.39,67.88,0
28.41,67.89,0
28.38,67.87,0
28.39,67.89,0
28.41,67.9,0
28.38,67.9,0
28.39,67.9,0
28.39,67.94,0
28.38,67.91,0
28.37,67.93,0
28.38,67.96,0
28.37,67.97,0
28.36,67.98,0
28.37,67.98,0
28.37,67.98,0
28.37,67.98,0
28.36,67.98,0
28.37,68.2,0
28.37,68.4,0
28.38,68.8,0
28.37,68.12,0
28.37,68.6,0
28.36,68.4,0
28.36,68.5,0
28.37,68.4,0
28.37,68.5,0
28.38,68.3,0
28.38,68.7,0
28.37,68.7,0
28.38,68.6,0
28.37,68.5,0
28.38,68.3,0
28.38,68.5,0
28.38,68.13,0
28.39,68.12,0
28.39,68.13,0
28.39,68.9,0
28.39,68.8,0
28.39,68.11,0
28.4,68.19,0
28.39,68.16,0
28.39,68.14,0
28.39,68.16,0
28.39,68.12,0
28.39,68.13,0
28.38,68.13,0
28.38,68.16,0
28.38,68.16,0
28.38,68.16,0
28.38,68.15,0
28.39,68.13,0
28.38,68.15,0
28.38,68.13,0
28.39,68.15,0
28.4,68.13,0
28.37,68.15,0
28.38,68.17,0
28.37,68.23,0
28.38,68.24,0
28.38,68.22,0
28.38,68.2,0
28.39,68.22,0
28.38,68.2,0
28.39,68.24,0
28.39,68.22,0
28.39,68.24,0
28.38,68.22,0
28.41,68.21,0
28.4,68.22,0
28.39,68.21,0
28.39,68.24,0
28.39,68.19,0
28.4,68.24,0
28.39,68.2,0
28.39,68.2,0
28.39,68.21,0
28.39,68.19,0
28.4,68.22,0
28.38,68.21,0
28.38,68.2,0
28.39,68.22,0
28.39,68.22,0
28.38,68.24,0
28.37,68.24,0
28.39,68.24,0
28.38,68.24,0
28.39,68.23,0
28.39,68.26,0
28.4,68.28,0
28.39,68.28,0
28.39,68.33,0
28.39,68.3,0
28.4,68.28,0
28.4,68.29,0
28.4,68.26,0
28.41,68.28,0
28.39,68.26,0
28.4,68.27,0
28.39,68.26,0
28.41,68.26,0
28.4,68.22,0
28.4,68.24,0
28.4,68.27,0
28.41,68.24,0
28.41,68.26,0
28.41,68.25,0
28.4,68.25,0
28.4,68.26,0
28.39,68.27,0
28.38,68.27,0
28.39,68.28,0
28.39,68.26,0
28.4,68.27,0
28.39,68.25,0
28.39,68.28,0
28.39,68.29,0
28.39,68.28,0
28.39,68.28,0
28.39,68.32,0
28.39,68.3,0
28.4,68.28,0
28.4,68.28,0
28.4,68.32,0
28.41,68.35,0
28.4,68.37,0
28.38,68.36,0
28.38,68.37,0
28.38,68.38,0
28.38,68.37,0
28.38,68.36,0
28.38,68.33,0
28.39,68.33,0
28.4,68.34,0
28.39,68.33,0
28.4,68.32,0
28.41,68.32,0
28.4,68.34,0
28.39,68.32,0
28.39,68.34,0
28.4,68.35,0
28.39,68.33,0
28.4,68.35,0
28.39,68.4,0
28.4,68.37,0
28.39,68.37,0
28.4,68.38,0
28.4,68.37,0
28.4,68.35,0
28.4,68.36,0
28.41,68.37,0
28.41,68.37,0
28.4,68.36,0
28.42,68.36,0
28.42,68.34,0
28.42,68.37,0
28.42,68.36,0
28.42,68.35,0
28.42,68.35,0
28.43,68.36,0
28.44,68.37,0
28.42,68.37,0
28.42,68.38,0
28.41,68.39,0
28.42,68.38,0
28.43,68.34,0
28.42,68.37,0
28.43,68.37,0
28.43,68.36,0
28.43,68.36,0
28.44,68.38,0
28.43,68.44,0
28.44,68.44,0
28.45,68.4,0
28.45,68.42,0
28.46,68.39,0
28.46,68.37,0
28.44,68.39,0
28.44,68.39,0
28.45,68.43,0
28.46,68.39,0
28.46,68.37,0
28.46,68.38,0
28.46,68.39,0
28.47,68.44,0
28.48,68.51,0
28.47,68.48,0
28.48,68.45,0
28.49,68.48,0
28.49,68.45,0
28.49,68.46,0
28.47,68.46,0
28.47,68.5,0
28.49,68.48,0
28.48,68.46,0
28.48,68.47,0
28.49,68.52,0
28.49,68.51,0
28.49,68.48,0
28.48,68.5,0
28.49,68.5,0
28.49,68.5,0
28.49,68.5,0
28.49,68.49,0
28.49,68.52,0
28.49,68.48,0
28.49,68.49,0
28.49,68.52,0
28.49,68.64,0
28.5,68.63,0
28.5,68.62,0
28.51,68.6,0
28.51,68.65,0
28.5,68.69,0
28.51,68.7,0
28.51,68.67,0
28.52,68.66,0
28.53,68.66,0
28.52,68.62,0
28.52,68.63,0
28.53,68.62,0
28.55,68.66,0
28.55,68.62,0
28.55,68.6,0
28.56,68.61,0
28.56,68.61,0
28.56,68.63,0
28.56,68.63,0
28.57,68.63,0
28.55,68.69,0
28.55,68.72,0
28.55,68.71,0
28.56,68.75,0
28.54,68.79,0
28.55,68.81,0
28.55,68.77,0
28.55,68.87,0
28.56,68.95,0
28.57,68.89,0
28.56,68.95,0
28.58,68.95,0
28.58,68.92,0
28.58,68.89,0
28.58,68.9,0
28.59,68.87,0
28.59,68.87,0
28.59,68.85,0
28.59,68.83,0
28.6,68.82,0
28.61,68.84,0
28.61,68.85,0
28.6,68.89,0
28.6,68.86,0
28.61,68.86,0
28.62,68.87,0
28.63,68.84,0
28.64,68.83,0
28.64,68.82,0
28.65,68.83,0
28.63,68.81,0
28.64,68.85,0
28.66,68.9,0
28.66,68.94,0
28.66,68.91,0
28.66,68.91,0
28.67,68.94,0
28.68,68.95,0
28.67,68.92,0
28.68,68.9,0
28.68,68.87,0
28.7,68.86,0
28.7,68.88,0
28.7,68.87,0
28.7,68.86,0
28.69,68.86,0
28.71,68.89,0
28.72,68.91,0
28.72,68.88,0
28.72,68.86,0
28.72,68.83,0
28.73,68.86,0
28.73,68.87,0
28.72,68.87,0
28.73,68.84,0
28.74,68.86,0
28.75,68.87,0
28.75,68.87,0
28.76,68.88,0
28.76,68.87,0
28.77,68.88,0
28.76,68.84,0
28.77,68.82,0
28.76,68.83,0
28.76,68.85,0
28.75,68.88,0
28.77,68.84,0
28.76,68.83,0
28.76,68.9,0
28.75,68.95,0
28.76,68.99,0
28.77,68.95,0
28.78,68.95,0
28.79,69.5,0
28.79,69.1,0
28.8,68.95,0
28.8,68.99,0
28.81,69.4,0
28.8,69.5,0
28.81,69.3,0
28.82,68.97,0
28.82,68.94,0
28.8,68.91,0
28.82,68.91,0
28.8,68.93,0
28.81,68.91,0
28.81,68.91,0
28.83,68.9,0
28.83,68.92,0
28.83,68.89,0
28.84,68.86,0
28.83,68.85,0
28.84,68.83,0
28.82,68.82,0
28.83,68.81,0
28.83,68.79,0
28.84,68.79,0
28.83,68.79,0
28.85,68.79,0
28.86,68.76,0
28.85,68.76,0
28.84,68.78,0
28.84,68.79,0
28.83,68.82,0
28.84,68.83,0
28.85,68.83,0
28.85,68.83,0
28.85,68.82,0
28.84,68.83,0
28.85,68.85,0
28.84,68.78,0
28.85,68.8,0
28.85,68.82,0
28.86,68.8,0
28.86,68.78,0
28.87,68.74,0
28.9,68.75,0
28.89,68.74,0
28.9,68.78,0
28.91,68.77,0
28.93,68.78,0
28.94,68.75,0
28.95,68.71,0
28.96,68.71,0
28.96,68.78,0
28.97,68.74,0
29,68.68,0
29.1,68.68,0
29.2,68.71,0
29.4,68.68,0
29.5,68.61,0
29.7,68.61,0
29.9,68.61,0
29.1,68.58,0
29.11,68.49,0
29.13,68.49,0
29.15,68.48,0
29.16,68.49,0
29.18,68.56,0
29.2,68.57,0
29.21,68.56,0
29.22,68.64,0
29.26,68.72,0
29.27,68.59,0
29.27,68.56,0
29.28,68.69,0
29.29,68.89,0
29.3,68.93,0
29.32,68.93,0
29.32,68.92,0
29.33,68.94,0
29.33,68.96,0
29.34,68.96,0
29.35,68.97,0
29.36,68.97,0
29.35,68.92,0
29.37,68.92,0
29.37,68.88,0
29.36,68.88,0
29.37,68.86,0
29.39,68.82,0
29.39,68.78,0
29.37,68.81,0
29.37,68.79,0
29.37,68.81,0
29.36,68.81,0
29.36,68.8,0
29.35,68.81,0
29.35,68.81,0
29.35,68.84,0
29.36,68.82,0
29.35,68.86,0
29.34,68.9,0
29.36,68.89,0
29.35,68.89,0
29.36,68.89,0
29.36,68.89,0
29.36,68.91,0
29.34,68.92,0
29.35,68.94,0
29.34,68.97,0
29.34,69.1,0
29.34,69.2,0
29.33,69,0
29.33,69.2,0
29.32,69.2,0
29.32,69.6,0
29.35,69.4,0
29.32,69.1,0
29.33,69.3,0
29.33,69.5,0
29.32,69.6,0
29.32,69.5,0
29.32,69.4,0
29.31,69.5,0
29.33,69.7,0
29.33,69.5,0
29.33,69.8,0
29.34,69.5,0
29.34,69.4,0
29.35,69.1,0
29.35,69.4,0
29.36,69.5,0
29.37,69.4,0
29.36,69.4,0
29.37,69.4,0
29.38,69.4,0
29.38,69.2,0
29.38,69,0
29.37,68.99,0
29.38,68.99,0
29.39,68.98,0
29.39,68.96,0
29.4,68.95,0
29.42,68.95,0
29.41,68.93,0
29.42,68.94,0
29.41,68.94,0
29.42,68.92,0
29.41,68.94,0
29.42,68.92,0
29.43,68.94,0
29.41,68.92,0
29.41,68.93,0
29.42,68.93,0
29.42,68.94,0
29.42,68.92,0
29.42,68.91,0
29.44,68.9,0
29.43,68.91,0
29.41,68.92,0
29.4,68.95,0
29.39,68.98,0
29.37,69.2,0
29.36,69.4,0
29.36,69.5,0
29.35,69.6,0
29.34,69.9,0
29.33,69.9,0
29.34,69.11,0
29.32,69.12,0
29.32,69.13,0
29.32,69.16,0
29.32,69.19,0
29.32,69.17,0
29.32,69.18,0
29.31,69.17,0
29.32,69.19,0
29.32,69.16,0
29.32,69.17,0
29.33,69.19,0
29.32,69.19,0
29.34,69.18,0
29.32,69.22,0
29.32,69.21,0
29.31,69.2,0
29.31,69.21,0
29.3,69.21,0
29.29,69.22,0
29.3,69.23,0
29.29,69.24,0
29.29,69.24,0
29.29,69.25,0
29.28,69.27,0
29.29,69.28,0
29.3,69.28,0
29.29,69.3,0
29.29,69.29,0
29.3,69.32,0
29.3,69.32,0
29.3,69.28,0
29.3,69.28,0
29.3,69.27,0
29.3,69.3,0
29.29,69.27,0
29.3,69.3,0
29.3,69.29,0
29.3,69.3,0
29.29,69.37,0
29.29,69.4,0
29.31,69.34,0
29.31,69.32,0
29.31,69.32,0
29.3,69.32,0
29.31,69.28,0
29.31,69.29,0
29.3,69.3,0
29.3,69.29,0
29.29,69.31,0
29.31,69.33,0
29.31,69.32,0
29.3,69.31,0
29.32,69.29,0
29.31,69.3,0
29.32,69.28,0
29.31,69.39,0
29.33,69.47,0
29.34,69.42,0
29.35,69.39,0
29.34,69.35,0
29.34,69.31,0
29.33,69.3,0
29.34,69.3,0
29.34,69.29,0
29.34,69.36,0
29.34,69.34,0
29.35,69.33,0
29.35,69.33,0
29.34,69.33,0
29.34,69.37,0
29.34,69.34,0
29.35,69.32,0
29.35,69.26,0
29.35,69.26,0
29.35,69.27,0
29.34,69.27,0
29.35,69.26,0
29.35,69.21,0
29.35,69.23,0
29.36,69.28,0
29.35,69.27,0
29.35,69.29,0
29.35,69.3,0
29.36,69.26,0
29.35,69.28,0
29.35,69.29,0
29.36,69.26,0
29.35,69.25,0
29.35,69.22,0
29.36,69.22,0
29.35,69.23,0
29.35,69.29,0
29.36,69.29,0
29.37,69.26,0
29.37,69.26,0
29.37,69.25,0
29.38,69.23,0
29.38,69.2,0
29.37,69.2,0
29.37,69.21,0
29.38,69.2,0
29.36,69.18,0
29.36,69.19,0
29.36,69.17,0
29.36,69.17,0
29.37,69.21,0
29.37,69.19,0
29.37,69.19,0
29.37,69.2,0
29.38,69.17,0
29.38,69.16,0
29.39,69.15,0
29.39,69.16,0
29.4,69.16,0
29.4,69.17,0
29.39,69.18,0
29.38,69.16,0
29.4,69.15,0
29.4,69.15,0
29.4,69.17,0
29.4,69.14,0
29.4,69.13,0
29.4,69.12,0
29.38,69.12,0
29.4,69.8,0
29.4,69.7,0
29.41,69.7,0
29.39,69.7,0
29.4,69.11,0
29.41,69.7,0
29.4,69.6,0
29.41,69.9,0
29.41,69.7,0
29.4,69.7,0
29.39,69.7,0
29.41,69.6,0
29.4,69.4,0
29.41,69.6,0
29.4,69.7,0
29.41,69.4,0
29.4,69.7,0
29.4,69.5,0
29.41,69.6,0
29.4,69.7,0
29.4,69.5,0
29.39,69.6,0
29.4,69.5,0
29.41,69.4,0
29.4,69.5,0
29.4,69.7,0
29.4,69.7,0
29.4,69.6,0
29.4,69.4,0
29.39,69.7,0
29.41,69.6,0
29.4,69.7,0
29.39,69.7,0
29.4,69.7,0
29.4,69.5,0
29.39,69.6,0
29.39,69.7,0
29.38,69.8,0
29.39,69.8,0
29.39,69.7,0
29.39,69.6,0
29.38,69.7,0
29.39,69.7,0
29.37,69.8,0
29.39,69.9,0
29.38,69.7,0
29.4,69.8,0
29.39,69.6,0
29.38,69.6,0
29.39,69.6,0
29.38,69.6,0
29.38,69.6,0
29.38,69.9,0
29.39,69.6,0
29.39,69.6,0
29.39,69.6,0
29.4,69.7,0
29.39,69.4,0
29.39,69.4,0
29.39,69.4,0
29.4,69.4,0
29.41,69.5,0
29.4,69.1,0
29.39,69.4,0
29.41,69.5,0
29.42,69.2,0
29.41,69.5,0
29.4,69.1,0
29.43,68.99,0
29.43,68.98,0
29.44,68.95,0
29.44,68.96,0
29.44,68.97,0
29.45,68.94,0
29.45,68.95,0
29.45,68.94,0
29.44,68.94,0
29.44,68.93,0
29.44,68.96,0
29.44,68.91,0
29.44,68.92,0
29.45,68.93,0
29.44,68.93,0
29.44,68.94,0
29.44,68.9,0
29.44,68.9,0
29.45,68.9,0
29.44,68.9,0
29.43,68.89,0
29.43,68.89,0
29.43,68.9,0
29.44,68.92,0
29.43,68.91,0
29.44,68.89,0
29.44,68.9,0
29.43,68.9,0
29.43,68.92,0
29.43,68.91,0
29.43,68.91,0
29.42,68.9,0
29.42,68.9,0
29.43,68.91,0
29.43,68.92,0
29.42,68.94,0
29.44,68.93,0
29.43,68.92,0
29.44,68.93,0
29.43,68.92,0
29.43,68.92,0
29.42,68.9,0
29.43,68.89,0
29.43,68.91,0
29.43,68.9,0
29.44,68.88,0
29.43,68.92,0
29.44,68.87,0
29.44,68.88,0
29.44,68.89,0
29.43,68.88,0
29.42,68.88,0
29.43,68.9,0
29.41,68.91,0
29.42,68.9,0
29.43,68.88,0
29.45,68.88,0
29.44,68.88,0
29.44,68.87,0
29.44,68.84,0
29.46,68.86,0
29.47,68.81,0
29.47,68.8,0
29.48,68.79,0
29.49,68.76,0
29.49,68.73,0
29.5,68.73,0
29.49,68.73,0
29.49,68.74,0
29.48,68.76,0
29.48,68.76,0
29.47,68.78,0
29.46,68.81,0
29.48,68.8,0
29.46,68.79,0
29.47,68.81,0
29.46,68.82,0
29.45,68.8,0
29.46,68.8,0
29.45,68.83,0
29.45,68.84,0
29.45,68.85,0
29.45,68.84,0
29.45,68.84,0
29.44,68.84,0
29.44,68.84,0
29.45,68.84,0
29.45,68.84,0
29.46,68.82,0
29.45,68.83,0
29.46,68.82,0
29.46,68.8,0
29.45,68.82,0
29.45,68.85,0
29.47,68.83,0
29.45,68.83,0
29.45,68.81,0
29.47,68.85,0
29.46,68.84,0
29.46,68.85,0
29.45,68.81,0
29.47,68.82,0
29.45,68.84,0
29.46,68.84,0
29.47,68.82,0
29.45,68.81,0
29.45,68.8,0
29.46,68.81,0
29.45,68.83,0
29.45,68.8,0
29.45,68.82,0
29.47,68.8,0
29.45,68.83,0
29.44,68.81,0
29.44,68.82,0
29.45,68.84,0
29.45,68.81,0
29.46,68.81,0
29.46,68.78,0
29.47,68.76,0
29.47,68.75,0
29.47,68.75,0
29.47,68.75,0
29.46,68.78,0
29.45,68.79,0
29.45,68.77,0
29.46,68.79,0
29.45,68.8,0
29.45,68.79,0
29.45,68.79,0
29.44,68.78,0
29.45,68.82,0
29.43,68.8,0
29.43,68.82,0
29.44,68.83,0
29.43,68.83,0
29.43,68.84,0
29.43,68.84,0
29.43,68.83,0
29.44,68.83,0
29.43,68.82,0
