PCA1,PCA2,PCA3,Power
-138.6765222,-9.768996368,-117.1981654,0.31733337
-188.8450487,-8.0150641,-139.3004123,0.150266692
-212.6846385,-8.600124474,-129.4372488,0.085733324
-230.408601,-9.383828275,-115.5398042,0.06880001
-249.0890544,-9.242017605,-101.8691873,0.060066648
-271.2180685,-8.471716712,-92.94889545,0.047066659
-289.8957938,-7.955011558,-79.94066361,0.044466659
-306.7896473,-6.69102573,-66.36174247,0.029199995
-324.2684519,-6.272782707,-52.90650511,0.0092
-357.2229052,-2.845976232,-25.16963996,0.0002
-376.614798,-2.966499023,-10.35572495,-0.004866667
-386.8848572,-5.46968043,-4.02697021,-0.011133333
-392.8693658,-7.940123168,-0.547551484,-0.018466664
-397.4416544,-10.53985216,1.009647542,-0.0014
-400.2381431,-12.36762472,1.736004121,0.0004
-401.6260062,-13.12614216,2.945992032,0.0012
-402.9403466,-14.14638578,3.375301786,0.000533333
-403.9458321,-14.98748132,3.392156072,0.000466667
-404.1902077,-15.21623238,3.331048682,0
-404.7458939,-15.72210109,3.170047773,6.67E-05
-405.5931956,-16.24022902,2.712710441,-0.000133333
-405.6794906,-16.30678461,2.798091506,0.000266667
-405.725058,-16.29648206,3.11926534,0.000533333
-406.4853187,-16.87813217,2.917306669,0.0006
-406.575818,-16.89081246,3.335472053,0.000266667
-407.1418982,-17.36573672,3.27448838,0.000466667
-408.5291949,-18.34521558,2.866032943,0.000533333
-408.7745936,-18.33291871,3.331740279,0.000733333
-408.4648418,-18.20426279,3.530624101,0.0002
-408.4876303,-18.1228753,3.534363093,0.000933333
-409.4749119,-18.66198346,3.205151094,0.000266667
-409.9675208,-18.69935134,3.132972398,0
-410.0754566,-18.65292185,3.160865203,0.000266667
-410.1800222,-18.63449979,3.280540429,0.000533333
-410.1700825,-18.62520065,3.369910697,6.67E-05
-410.1221862,-18.62625215,3.265192676,0.0004
-409.6961273,-18.63416467,3.271931984,0.0004
-408.8003455,-18.1483893,3.554032862,0.0004
-408.2985089,-17.69705105,3.933809294,0.000933333
-407.6560508,-17.4831004,3.925463829,0.000533333
-407.4255713,-17.43385952,3.631605801,0.000333333
-407.0223171,-17.20196615,3.492991394,0.0006
-406.6314583,-16.89935995,3.658431351,0.000266667
-407.0501714,-17.2326272,3.269938277,0.000666667
-406.9005783,-16.96974268,3.507284085,0.0004
-406.6984291,-16.99895791,4.188408239,0.000533333
-406.6128199,-16.90767047,4.226104195,0.000333333
-406.0481916,-16.45141463,4.675113188,-6.67E-05
-406.8089532,-17.03152956,4.30524961,0.0002
-407.384821,-17.26538251,4.392411975,0.000866667
-407.3819398,-17.32345108,4.60876762,0.000933333
-408.1747549,-17.93625309,4.083637121,0
-408.9879403,-18.27843104,3.984991408,0.0002
-408.5735717,-18.22791636,3.766838252,-0.0002
-408.6434587,-18.36410156,3.612689841,0.000266667
-408.8126737,-18.50189713,3.453644891,0.000333333
-408.6180143,-18.39021992,3.521485306,0.0004
-408.830051,-18.40886767,3.616448612,0.000266667
-409.7280664,-18.78538792,3.330648869,0.000933333
-409.7393347,-18.69037273,2.985355597,0.000333333
-409.6881882,-18.67989878,2.919540357,0.000866667
-409.8258566,-18.73932549,3.005228945,0.0006
-409.8918518,-18.75162918,3.091592029,-6.67E-05
-409.7297144,-18.77285041,3.10324912,0.000333333
-409.490235,-18.72287782,3.020445038,0.000533333
-408.6095544,-18.37284127,3.102688179,0.000466667
-408.0441679,-18.0401668,3.212742781,0.000266667
-408.2941486,-18.1920604,3.476298921,0.000733333
-409.436026,-18.74691747,2.995423265,0.000266667
-409.3915009,-18.74066965,3.064089587,0.0002
-409.4472898,-18.7151478,3.30690602,6.67E-05
-409.4741391,-18.73728075,3.185921208,0.000866667
-409.0016681,-18.56869847,3.38462426,0.0002
-408.9159529,-18.42237378,3.59477229,0
-409.0046338,-18.58304504,3.484760594,0.0004
-408.8389386,-18.46251107,3.455399359,0.000133333
-408.0823774,-17.86173661,3.966094952,6.67E-05
-407.2822036,-17.31033801,4.129374726,0.000666667
-407.4963519,-17.53670877,3.765558323,0.000133333
-407.6446915,-17.58593301,3.846806161,-1.46E-11
-408.426556,-18.21239798,3.346733433,0.0006
-408.6651913,-18.46535417,3.298909944,0.000333333
-408.1455777,-17.96658734,3.704501722,6.67E-05
-407.8010068,-17.80918968,3.624242035,0.000333333
-407.1032542,-17.28896906,4.052160856,0.000333333
-406.9618831,-17.11981796,4.115870147,0.000133333
-407.1305557,-17.28953598,3.951010761,0.001266667
-406.8302321,-17.04892032,4.32876334,0.0006
-407.3143363,-17.49154103,3.955738155,6.67E-05
-407.4357323,-17.75351961,3.775232912,0.000133333
-408.030264,-18.03980863,3.480737536,-6.67E-05
-408.5964045,-18.47895747,3.149049561,0.000466667
-409.1603413,-18.77531148,3.118797473,0.0004
-409.0871151,-18.48396203,3.829147381,6.67E-05
-408.4417636,-18.16828466,3.953441368,0.001
-408.8170958,-18.63262066,3.421991195,0.000533333
-408.196442,-17.96566931,4.178439162,-0.000266667
-407.4393059,-17.43618771,4.45197485,0.000466667
-407.5828316,-17.59831581,4.33430085,0.000866667
-408.3617962,-18.3259845,3.485240647,0.0002
-408.1136328,-18.04036888,3.605212223,0.0004
-408.491464,-18.30994341,3.760422482,0.000333333
-408.8585052,-18.40419614,3.896398155,6.67E-05
-408.6514654,-18.26200565,3.991862913,0.0004
-408.5519369,-18.1428021,4.076504143,6.67E-05
-408.8185534,-18.65290485,3.480224802,0.000866667
-409.2998276,-18.83485223,3.305108869,0.001066667
-409.1182914,-18.62778508,3.837020904,0.000533333
-408.3098853,-18.13952364,4.117832932,0.0006
-407.5591098,-17.62383496,4.275238749,0.0004
-406.4975142,-16.9101172,4.701318651,0.000466667
-406.3125855,-16.99334171,4.698390833,0.0006
-406.8699987,-17.18872982,4.669662198,0.0002
-407.6124983,-17.55491208,4.787422158,0.000333333
-408.0319006,-17.84893842,4.696276437,0.000266667
-408.7431127,-18.351155,4.197277647,0.000733333
-409.2129081,-18.59461029,4.039163123,0.001
-408.630152,-18.39745083,3.994443325,0.000333333
-407.5236818,-17.7448265,4.505179666,0
-407.6540389,-17.96233946,4.028373569,0.000466667
-408.2187334,-18.17739031,4.194513431,0.000266667
-408.0631665,-17.93873968,4.419075771,0.0002
-409.672375,-18.87582735,3.552516916,-6.67E-05
-409.36096,-18.66464398,3.894272305,0.001
-408.4012833,-18.2509494,4.141006404,0.000533333
-407.4897318,-17.69840686,3.8767047,0.000866667
-407.7549652,-18.00646686,3.351032715,0.000266667
-407.7770405,-17.78240027,4.419752133,0.000133333
-407.9176535,-18.01478283,4.124148851,0.000466667
-408.142447,-18.22944794,3.907542244,0.000133333
-408.5046878,-18.45433459,3.79539815,6.67E-05
-408.0227237,-18.05238946,4.23435024,0.000266667
-408.060919,-18.17335701,3.880406755,0
-408.5255984,-18.65486177,3.487212637,6.67E-05
-408.4251568,-18.60760945,3.140290127,0.0006
-408.6493377,-18.62376277,3.509961938,6.67E-05
-408.3647063,-18.11207366,4.553793883,6.67E-05
-408.4486773,-18.38632505,3.76219226,0.0008
-409.5858939,-18.89395374,3.414828556,6.67E-05
-409.0076262,-18.37426358,4.440054063,0.0014
-409.8551052,-18.94037284,3.585782965,0.000333333
-409.4807504,-18.89783401,3.142889469,0.000466667
-409.0564514,-18.64767027,3.667012845,0.000133333
-408.6068621,-18.25293409,4.408608411,0.0006
-408.2640608,-18.04934851,4.633675968,0.000266667
-406.991187,-17.16538482,5.164928238,0.000333333
-406.360332,-16.8819653,4.662185448,0.000466667
-407.1375401,-17.42484387,4.25614202,0.000333333
-408.1625967,-18.336627,3.628574726,0.000466667
-408.0292673,-18.01048794,4.457269467,0.0002
-408.5198563,-18.2862303,4.380708027,0.000666667
-409.2345606,-18.7432062,3.923292909,-0.000266667
-409.558543,-18.69891783,4.245525275,0.000333333
-410.1461558,-18.94793308,3.959308769,0.0004
-409.9270899,-18.94349761,3.986429654,0
-409.1083559,-18.60922506,4.292299674,6.67E-05
-409.7898271,-18.89775512,3.784340601,-0.0002
-409.1323518,-18.65044298,4.086964387,0.000266667
-408.1350726,-18.15127737,4.35115007,0.000533333
-408.6909718,-18.49832058,3.846322036,0.000133333
-408.5050993,-18.29764676,4.037684636,0.000466667
-407.2502375,-17.39607925,4.823471413,-0.0002
-408.1489483,-18.08324305,4.031439167,-0.0002
-409.3322923,-18.86250192,3.348805571,0.0002
-407.827789,-17.8570182,4.727073021,0.0004
-406.7826402,-17.21945175,4.058071911,0.0008
-406.5353711,-17.44164553,2.170799339,0.000333333
-403.3357483,-15.02497134,2.177045928,0.0004
-394.0636184,-12.54603279,7.944825161,0.000466667
-365.0141099,-12.37659358,10.85143485,0.031333327
-322.5195848,-15.94341912,-6.058320013,0.147066697
-285.6282145,-16.11298702,-13.38110323,0.198199987
-248.8356217,-16.01818441,-18.83250417,0.255400032
-213.0043936,-16.36032795,-22.12476075,0.322000027
-176.1684572,-17.12408047,-23.41171829,0.39380002
-140.0979698,-18.7145416,-24.7390688,0.46026662
-103.3833653,-19.85455651,-24.33014553,0.531000078
-67.47985182,-20.98871081,-25.01621387,0.594000041
-34.13926671,-22.58160897,-22.92746816,0.660133302
1.945136416,-23.81989209,-20.38942079,0.73393321
36.89816422,-25.58157778,-19.77523566,0.81126672
69.67286517,-27.78980694,-16.90333831,0.890200019
100.3622918,-30.66807881,-15.53528108,0.962999821
132.6578675,-32.27299025,-13.57040035,1.030799985
165.5399496,-34.72728772,-12.82701255,1.10646677
198.0296459,-34.71643148,-9.666719148,1.1899333
228.5242257,-37.51742335,-7.672960022,1.301866651
261.0243818,-38.01142633,-7.891052843,1.423933387
287.667316,-41.38409956,-10.01527327,1.504999757
309.9361882,-44.48785832,-19.30552366,1.575866699
336.1326764,-44.38347079,-21.57321377,1.668466687
360.4212801,-48.07777232,-20.60391376,1.735999942
385.1473187,-50.16218323,-22.06948929,1.845066547
413.0720709,-50.12078077,-22.46433217,1.912133217
441.0410496,-52.46344811,-23.17449646,2.139800072
469.739345,-54.01858996,-23.4585917,2.241733313
497.5526685,-52.92321878,-24.18684725,2.33613348
523.5538433,-50.98624141,-21.13088763,2.445666552
548.2745751,-50.5079111,-23.15270087,2.504533529
570.0199115,-53.34898355,-26.7939137,2.611866474
591.7649947,-54.36744008,-24.64250834,2.688133001
612.5933914,-56.90411024,-27.86407659,2.775200129
633.3510937,-60.53300081,-30.1184744,2.858200073
651.1761263,-66.48299081,-34.48323723,2.900866747
673.2752757,-67.67773854,-33.18706451,2.973466396
694.9701855,-69.58384069,-34.73139807,3.054066658
714.6810213,-72.25157722,-33.95726472,3.10926652
734.4418856,-75.71416673,-32.91832819,3.151800156
756.0141713,-77.74949636,-32.16931145,3.197133064
776.6372249,-79.54557109,-37.00624843,3.237000465
796.3576072,-80.50632193,-37.9235634,3.3094666
813.4292882,-82.77962455,-38.03292343,3.361866951
826.6612949,-87.34435843,-39.51224392,3.388600111
841.005894,-90.57472264,-40.74717624,3.417000294
859.3988844,-91.18289292,-37.41651456,3.457467079
874.5873435,-92.88269012,-37.01479374,3.491933823
884.6879211,-95.07448916,-38.07344115,3.511666298
894.8989664,-92.03715697,-31.19555236,3.518732548
908.8520432,-90.64873794,-30.29433367,3.549999952
920.600844,-89.95538627,-30.87048601,3.567266464
929.2087117,-90.67464712,-34.23086858,3.599265814
945.7876116,-92.54254363,-41.72026452,3.619333744
959.9403864,-92.12205902,-46.13347461,3.64313364
969.7700853,-90.81863616,-51.26362497,3.650333643
982.9400079,-87.23269241,-50.69933154,3.670466661
993.6681784,-82.6540793,-49.57456798,3.670866251
1006.121669,-77.36757119,-47.24782599,3.66740036
1007.910491,-80.12870134,-48.90242458,3.683066845
1015.399738,-77.83753828,-47.94073961,3.694399834
1012.304965,-81.19586955,-51.80889252,3.719533682
1007.445938,-87.51230004,-54.92959193,3.715133429
1006.413349,-89.60158278,-59.68506987,3.710532904
1007.110246,-88.90204406,-63.96320012,3.728533745
1010.519794,-87.98951237,-61.70229357,3.713466644
1011.844993,-88.99282734,-64.7085095,3.70673275
1007.48734,-91.13958409,-65.3591162,3.67286706
1014.772758,-83.82734044,-61.43294527,3.67980051
1011.999717,-83.49381479,-63.06544003,3.686400175
1003.506501,-87.75440321,-65.08184278,3.666533232
994.5975667,-91.18637357,-62.65110198,3.656200409
985.299498,-94.13201623,-64.91847592,3.635866165
980.3497486,-92.23693361,-62.13519551,3.63626647
971.0544069,-91.76840882,-63.09255834,3.628666878
963.7295579,-91.15123619,-65.12051782,3.617333889
956.0150093,-91.78847638,-68.24951935,3.589532852
945.8211571,-92.5095257,-68.99816196,3.554999828
935.3554396,-90.09956602,-69.31524756,3.538733482
925.1834708,-87.22460223,-71.08351388,3.508133411
914.7374239,-83.57754911,-71.7716787,3.48986721
904.3986227,-81.17613516,-66.30731368,3.475067616
885.3218153,-80.91214146,-67.4619159,3.433133125
873.9026347,-77.21544077,-66.67136226,3.387133121
861.8610578,-72.24886989,-64.46605281,3.373700142
840.1843122,-69.26936067,-57.61592516,3.340699911
817.8636547,-70.1586534,-57.98310111,3.30913353
802.5034201,-68.04510746,-55.87861589,3.282700062
786.1384301,-67.27690969,-57.22837873,3.234866619
761.7613091,-67.31645917,-56.48610165,3.188266516
740.5221547,-66.80039972,-55.26434103,3.133066893
721.4008439,-62.6121313,-55.36933912,3.091666698
698.6564521,-59.49948094,-57.39373129,3.042099476
674.2047018,-58.01961295,-59.15525216,2.994133472
647.9542341,-61.34151945,-61.52198219,2.951866865
628.438909,-59.93423315,-61.3177153,2.897599936
603.2974098,-60.08854535,-64.85932807,2.828000069
582.591551,-57.07332793,-61.10552897,2.773766518
557.3608855,-58.63104462,-61.7024421,2.713799953
532.0490268,-57.16866339,-62.93970536,2.659800053
503.7776151,-54.97725757,-57.88660801,2.594033241
475.2290622,-52.97391466,-56.20879658,2.532666683
448.034946,-51.76190544,-54.31155378,2.467633247
420.0766647,-49.16705634,-55.35571928,2.392100096
393.4395979,-45.93228565,-55.4960408,2.32493329
363.4869391,-44.003344,-58.69150202,2.247966528
333.9558935,-42.70939802,-58.24146192,2.176133394
302.8324708,-42.45445416,-58.27174877,2.093600035
275.5296722,-39.52020327,-55.09905773,2.007333279
246.9703157,-38.19336802,-52.70344365,1.920666575
220.7190722,-34.11331818,-50.6415848,1.829133272
193.4582865,-30.12271236,-49.43652449,1.708000064
164.5493292,-27.07493816,-48.02354312,1.4799999
138.6096785,-22.87862745,-49.21122613,1.284333467
107.5962979,-21.55801974,-50.0341297,1.1225667
77.00109817,-19.08726576,-49.57097711,0.995633304
46.28279152,-17.26094841,-50.53737722,0.905699909
14.63123051,-16.22898409,-52.89608698,0.831233323
-17.36735125,-13.9369152,-55.58208296,0.74116683
-80.218458,-9.512538296,-91.00975479,0.561366737
-140.5990888,-8.032040358,-121.7678627,0.390900016
-188.6238405,-7.620637784,-140.2327177,0.190333351
-214.5877457,-9.096954323,-132.7384332,0.100033306
-234.3280337,-9.919910259,-119.6042246,0.077999994
-253.0602537,-9.42866729,-106.3335291,0.065233335
-272.1355667,-8.698535048,-93.26302207,0.054499984
-290.5736476,-7.757875387,-78.8619967,0.051033318
-308.7930899,-6.99315725,-65.12675033,0.036966667
-326.172595,-6.452453931,-52.29807969,0.019466663
-355.3573534,-4.021467212,-28.68082803,0.001733333
-376.3950431,-3.881414329,-12.49914601,-0.001966667
-387.4992117,-6.316412911,-5.297920299,-0.009299999
-396.1669732,-10.75256049,-2.534234633,-0.015133332
-399.3559983,-12.04455385,0.162613498,3.33E-05
-401.7105594,-13.45139903,1.319511133,1.46E-11
-403.9768549,-15.01657585,2.087619176,0.000133333
-405.7675183,-16.13373316,2.337866519,0
-407.2427632,-17.15019148,2.290251209,0.000133333
-406.9647588,-16.88615109,3.331915944,0
-408.4551124,-18.12751302,2.46132458,0.000466667
-407.8866543,-17.60471805,3.093641755,0.000933333
-408.6575722,-18.15314231,2.917949854,0.000466667
-408.7884072,-18.22879102,3.016591748,0.000133333
-408.2903646,-17.76746214,3.28452157,0.000333333
-407.994953,-17.64377146,3.314924633,0.000333333
-408.625727,-18.12135578,3.05402884,0.000133333
-408.3139106,-17.77431468,3.474579034,0.000866667
-408.4817566,-18.07437291,2.909895706,0.0006
-407.4244997,-17.37937333,3.11557547,0.0002
-408.4528161,-18.01104707,2.860108789,0.000333333
-407.7680333,-17.71562416,2.822665031,-0.000333333
-407.6530938,-17.74596985,3.043826001,0.000866667
-408.4636796,-18.15071813,2.771705069,0.000433333
-408.0775773,-17.76765585,3.122503909,1.46E-11
-407.5201606,-17.40788865,3.372571849,-0.0001
-407.8183501,-17.69482659,2.938438204,0.0002
-407.8401435,-17.52059302,3.593532737,0.000133333
-408.7898594,-18.27448219,3.008220007,0.000533333
-409.2573314,-18.47819567,2.559042241,0.0004
-409.3672423,-18.52941208,2.817608585,0.0004
-408.0712863,-17.55377227,3.645594274,2.91E-11
-407.0446109,-16.94559327,3.928541992,0.000266667
-406.6747313,-16.74053887,3.717122751,0.000466667
-407.0780242,-17.00594092,3.851843665,0.0002
-407.4715571,-17.32401282,3.817312366,0
-409.1496537,-18.53172342,2.675491853,-6.67E-05
-408.6168583,-18.27128824,2.968723783,0.0002
-407.8115371,-17.49842103,3.823357498,0.000533333
-409.0955761,-18.40930838,3.09678497,0.0006
-409.3308625,-18.58737556,2.671782649,0.000266667
-408.8804757,-18.34271593,3.027657081,6.67E-05
-408.5676239,-18.03826277,3.395167491,0.000733333
-408.4238634,-18.02750762,3.447859888,0.000333333
-408.2664374,-18.23188373,2.793938287,0.000133333
-408.9082844,-18.50163435,2.517156115,6.67E-05
-408.9619634,-18.45651533,2.808900396,0.0006
-408.905994,-18.42649447,2.935599692,0.0002
-408.6452624,-18.18975014,3.035222254,0.000333333
-408.8066722,-18.25711269,3.377677474,0.000666667
-409.5316323,-18.55526228,3.216245627,0.000266667
-409.6283611,-18.52223176,2.889391815,0.000333333
-407.9382659,-17.71209707,3.518537279,0.0004
-407.2300813,-17.18662241,3.755181114,0.0002
-406.0631695,-16.48326769,3.46678341,6.67E-05
-405.1807913,-15.69044574,4.167939218,6.67E-05
-406.0722086,-16.47123793,3.851608075,0
-406.1049857,-16.4751227,3.826610977,0.000333333
-406.1092401,-16.4953012,4.058911896,0.000733333
-406.3398366,-17.02927876,3.202399667,0.000166667
-406.3735238,-16.87293317,3.698577238,0.000833333
-406.1354259,-16.56506488,4.297751716,0.0006
-406.206112,-16.61708691,4.768646227,0.0002
-406.9268787,-17.08159809,4.299077708,0.000733333
-406.7841182,-16.91814226,4.722374608,0.000566667
-407.5727376,-17.56077224,4.230979761,-0.0001
-408.5807767,-18.22858471,4.322068333,0.0004
-408.9439157,-18.3815736,4.463717061,0.000666667
-408.760795,-18.21144553,4.853806308,0.000666667
-408.4379386,-18.09969654,4.758460426,0.0007
-407.2566765,-17.2387872,5.072069957,0.000633333
-406.9473822,-17.00194853,5.136801003,7.28E-12
-408.0142876,-17.91440363,4.5409519,0
-408.2740036,-18.18619712,4.403148829,-0.0002
-408.2351928,-18.20526991,4.528214197,0.000933333
-407.2768283,-17.25088783,5.416758925,0.000833333
-407.6888945,-17.64092596,5.21906437,-3.33E-05
-408.6365863,-18.39117856,4.578321986,0.000266667
-409.1321732,-18.66424034,4.562114419,0.0002
-409.3676072,-18.78733396,4.248604111,0.000666667
-408.8208626,-18.64055844,4.105368658,0.0006
-407.5491893,-17.72446602,4.377337505,-6.67E-05
-407.0951609,-17.33287447,4.770431849,0.0004
-407.2993643,-17.45008365,4.645277415,-7.28E-12
-407.2078871,-17.3967935,5.134683792,0.000533333
-407.376235,-17.44565637,5.233806493,0.000666667
-407.6386694,-17.76244457,4.967498782,0.000266667
-407.3247681,-17.39224072,5.316485345,0.000533333
-407.3144463,-17.50278606,5.266225731,0.0002
-407.6016759,-17.67668249,5.142074744,-0.0002
-407.5006418,-17.51446323,5.43406801,0.000666667
-408.194917,-18.11021647,4.897837339,0.0004
-408.3233457,-18.16277016,4.951962811,0.000333333
-408.1238348,-18.05344789,4.977456951,-0.0002
-407.725916,-17.85154461,5.233087284,0.000333333
-408.0496891,-18.06535774,4.838447859,6.67E-05
-408.4548707,-18.16417896,5.386506504,-0.0004
-408.1974567,-17.98692848,5.444811533,0.001066667
-408.5147349,-18.30507479,5.208721749,0.000333333
-409.0994729,-18.65797819,4.758589616,0.000666667
-408.8925995,-18.56732151,5.019922705,0.0006
-408.5510627,-18.29621196,5.39273524,0.000466667
-408.3359945,-18.16094564,5.421865106,0.0006
-408.9935018,-18.17777467,5.417319222,-1.46E-11
-408.6335748,-18.14477154,5.640740395,0.000266667
-408.4550972,-18.1689284,5.579134421,0.000866667
-408.4195727,-18.20501497,5.698889399,1.00E-04
-408.5811722,-18.31581543,5.663805451,0.0007
-408.5865142,-18.31043298,5.741994,0.000333333
-408.6217382,-18.28878231,5.659381255,-0.000333333
-408.4283535,-18.14441873,5.802629765,0.000433333
-408.5179908,-17.89552331,6.158897241,0.000433333
-407.8839271,-17.57719048,6.349301647,-0.000333333
-407.3048449,-17.33856007,6.769360701,0.0004
-406.7918185,-16.91462705,7.35343603,6.67E-05
-406.7468484,-16.94243061,7.15439843,0.0008
-406.8348682,-17.04084599,6.833433632,0.0006
-407.3467164,-17.45628675,6.104227392,0.001333333
-407.5469528,-17.71686152,6.277730611,0.000533333
-407.7533587,-17.7806881,6.372702462,0.000533333
-407.6795059,-17.68620531,6.446951801,6.67E-05
-407.5899154,-17.6143408,6.434077593,0.000366667
-407.6677419,-17.7175773,6.548924207,0.000166667
-407.8381611,-17.71355982,6.597059158,0.0002
-407.635606,-17.6659951,6.762105439,0.001066667
-407.7030256,-17.82888874,6.420101874,0.000333333
-408.0663089,-17.90989112,6.662550585,0.000133333
-408.0589094,-17.94196478,6.715493103,0.0006
-408.0395461,-17.91541019,6.712992031,0.000666667
-408.5219422,-18.30890979,6.373893414,0.000133333
-408.6632172,-18.49946521,6.226573428,0.0006
-408.6292867,-18.42518291,6.564323008,0.000333333
-408.7109746,-18.47879871,6.577336803,0.000333333
-408.4463415,-18.25891914,7.095018386,0.000133333
-408.4874075,-18.13685101,7.326435061,0.0004
-408.6698148,-18.41287399,7.091741076,0.000133333
-408.8515956,-18.54269429,6.744714834,0.001
-408.9268194,-18.56621836,6.619987348,0.000333333
-409.0705641,-18.61576416,6.766235568,0.000466667
-409.1379489,-18.71969494,6.545118802,0.000766667
-409.4571291,-18.78063848,6.632012482,1.00E-04
-409.5333325,-19.0364458,6.083093659,0.000533333
-409.6315638,-19.06691602,6.146179356,0.000333333
-409.3977846,-18.79414301,6.555726115,0.0002
-410.0915913,-19.13632056,6.161293973,-1.46E-11
-410.0949397,-19.1531754,6.124282918,0.000466667
-409.8362915,-19.02379058,6.250745256,0.000466667
-409.2473378,-18.7131893,6.539092207,0.0006
-408.7952094,-18.50525654,6.520721706,0.000666667
-408.9722592,-18.61302384,6.338975013,0.0018
-408.5219202,-18.28876577,6.693368488,0.000266667
-408.1269365,-17.96052994,7.112483728,0.000466667
-408.2353057,-18.14692935,6.893647422,-7.28E-12
-408.3601172,-18.31454736,6.700577233,0.000133333
-408.0144748,-17.95673063,6.830450369,0.000366667
-406.0813771,-16.55331486,7.150798211,0.000566667
-403.9675529,-14.97161818,7.267954559,6.67E-05
-401.2666397,-13.10389691,6.553446495,0.000533333
-397.4702202,-10.65849241,6.076040639,0.000266667
-388.6107342,-7.753948594,11.06064919,0.000266667
-362.9184244,-8.883306099,8.763787653,0.074499995
-328.3832384,-11.07727266,-3.665387178,0.130833328
-296.8771779,-11.83402916,-8.703888002,0.176233351
-265.5308534,-12.11877975,-13.97977286,0.237866655
-232.3600118,-12.56086904,-18.14956943,0.302400053
-197.99828,-12.98374569,-20.27361036,0.3671
-164.108691,-13.74461851,-20.80007746,0.437433273
-129.7352104,-14.34359026,-21.07801464,0.501466691
-95.14387806,-15.49134484,-20.81138642,0.563766718
-61.894373,-16.67045319,-18.70846984,0.639833331
-27.72818685,-18.04617644,-16.89088266,0.707433224
4.723630248,-19.94587463,-16.74678695,0.777966738
37.88777841,-19.75940236,-14.00108251,0.864300013
68.97968916,-21.2920057,-11.62891095,0.93416667
100.4831122,-22.83832409,-9.807332035,1.006233335
129.5248228,-26.1754662,-10.05189615,1.072633386
162.2110675,-25.65648514,-8.293871882,1.180333376
192.1054871,-26.82392519,-5.603205176,1.278233409
220.0556779,-30.38443018,-7.119860784,1.382233262
252.2287037,-30.61406383,-9.857807198,1.453000069
278.9026247,-31.31609883,-14.88453013,1.55036664
300.1323964,-34.17730143,-20.59453779,1.642066598
323.0103939,-37.08295055,-20.82407314,1.702033281
347.9447279,-37.63787581,-17.8798989,1.796600103
372.7482999,-38.94930828,-17.10277411,1.884500027
399.0934208,-39.58285013,-16.54307671,2.131466866
426.009127,-42.28598377,-19.30481048,2.276900291
453.8482413,-41.98689546,-20.17174354,2.386666536
482.733616,-39.32164042,-19.34903066,2.503200054
508.4967568,-36.8172761,-17.60086917,2.575099707
523.6626467,-42.29622733,-22.76047938,2.665566444
545.5955686,-44.28948348,-21.87183709,2.768399954
562.3818219,-48.21869425,-25.3303498,2.826266527
584.82163,-48.53583082,-26.34767974,2.927666664
606.9148364,-49.96753795,-26.77820253,3.023233175
627.4424889,-53.9792312,-27.94147847,3.09649992
644.3121029,-57.46745155,-28.70278926,3.166366577
658.7408826,-62.0500482,-31.69142857,3.215200186
679.7986296,-61.83590076,-33.2394845,3.255833387
701.1490602,-65.67675442,-27.59098139,3.334732771
715.082668,-69.6830247,-31.54871911,3.369633675
731.890905,-69.70120458,-31.36720566,3.414133787
748.8423848,-71.90436981,-32.18933672,3.459467173
766.3123946,-76.21719044,-33.12585743,3.516666174
775.7622611,-81.35479276,-37.54352975,3.52799964
796.839661,-79.66503967,-32.95634491,3.578233242
810.718767,-80.22935336,-29.0624496,3.629199982
822.8551535,-79.96723355,-29.5558836,3.667999983
830.7253132,-81.51198665,-30.79984863,3.673866987
846.0665551,-80.97548874,-30.42037482,3.693766832
860.2540805,-77.71371106,-26.2431016,3.742366791
869.6531244,-79.29284999,-30.43258821,3.770432711
883.9812495,-80.68668181,-38.06498016,3.788100481
894.1827416,-81.06490025,-43.03666886,3.806199789
905.8651381,-77.4750208,-46.58604518,3.814700127
920.0309802,-73.98661836,-44.42808074,3.849266052
928.9578243,-70.36707413,-43.41962784,3.871366739
935.1675546,-68.44466501,-41.37980081,3.889666319
938.263172,-71.41631267,-43.06847994,3.896267414
937.826764,-72.65618742,-49.59137471,3.867833614
942.6454958,-71.43994779,-46.72335697,3.866466999
944.1520201,-74.52870628,-50.41800831,3.880232811
941.4135188,-76.65231843,-55.08957363,3.885966063
945.0090094,-75.2221123,-59.84424698,3.894166708
948.6165733,-73.63864129,-59.170273,3.905667782
952.1222425,-73.68578805,-59.00781832,3.92136693
948.5535147,-73.03743042,-61.46420493,3.92266655
945.0101763,-73.3026777,-61.64156419,3.896166801
946.3644286,-72.44427205,-59.23828006,3.89523387
937.6498099,-76.157792,-60.00249176,3.854632854
934.0452142,-75.4006516,-58.28156466,3.826566696
936.6988224,-73.01073795,-56.09341072,3.862333298
930.6692865,-73.84675238,-56.60413046,3.875232935
917.7179201,-75.20693552,-61.89202109,3.830932856
909.8442797,-74.10965485,-62.32466845,3.799499989
903.3668162,-73.36528087,-64.51217161,3.771432638
899.6669655,-71.8156876,-61.83821656,3.77259922
891.4485294,-70.6252321,-63.426512,3.773866415
878.3644524,-70.82083261,-66.36649359,3.738867283
863.0892699,-71.34842802,-67.34419934,3.687166929
855.1772148,-70.28478513,-67.18091774,3.64160037
848.848396,-65.65964176,-63.43095741,3.636299849
836.5421601,-61.43477239,-60.82998542,3.620533228
